134   42.050  -87.867     8.00       280.00
135   49.700 -110.500    10.00       65.000
136   50.983 -106.717     8.00       395.00
137   36.283  -85.667     3.80       360.00
138   40.600  -89.783     4.00       430.00
139   43.967  -89.533     8.00       500.00
140   56.450 -104.483     5.00       250.00
141   75.367  -89.683    23.00       39.000
142   37.583  -99.167     0.01    0.0010000
143   44.467  -76.633     2.35       550.00
144   50.683  -73.883     4.00       300.00
145   40.750  -87.400    13.00       97.000
146   57.433  -66.617     8.00       400.00
147   51.383  -68.700    85.00       214.00
148   42.583  -94.550    35.00       73.800
149   49.800 -109.100     6.00       75.000
150   31.283  -96.300    12.70       58.000
151   36.617  -83.733     6.00       300.00
152   55.883  -63.300    28.00       36.400
153   42.883  -64.217    45.00       50.500
154   48.967 -101.967     3.20       500.00
155   61.283  -73.667     3.44       1.4000
156   62.667 -102.683    12.50       400.00
157   31.750 -102.483     0.16     0.063500
158   60.283 -111.017     6.00       445.00
159   49.717  -74.800    24.00       500.00
160   47.600 -103.550     9.00       200.00
161   44.717  -92.233     6.00       505.00
162   51.783  -98.533    40.00       220.00
163   35.750 -105.933     0.00       1200.0
164   39.033  -83.400     8.00       320.00
165   30.600 -102.917    13.00       100.00
166   48.667  -87.000    30.00       450.00
167   59.500 -117.633    25.00       91.000
168   46.600  -81.183   130.00       1850.0
169   72.467 -113.967    25.00       130.00
170   38.433 -109.900    10.00       170.00
171   49.583 -103.067     2.50       190.00
172   46.750  -80.750     7.50       37.200
173   36.383  -87.667    12.00       200.00
174   49.767  -95.183     2.44       351.00
175   32.517  -86.167     6.50       81.000
176   54.000 -115.600     0.04    0.0011000
177  -16.783  -52.983    40.00       254.70
178  -27.633  -61.700     0.05    0.0040000
179  -16.667  -69.050     0.01   7.0000e-06
180  -23.867  -46.717     3.60       5.0000
181  -23.933  -68.283     0.46       1.0000
182   -7.717  -46.650     4.50       200.00
183  -32.867  -64.233     4.50      0.10000
184  -10.167  -45.250    10.00       66.000
185   -8.083  -46.867    12.00       300.00
186  -26.833  -52.117    12.00       70.000
187  -25.950  -52.683     9.50       65.000
